feature	V1	V2	cluster	mean	NrOfGenes	x	y	z	week	part	nrOfVariableGenes	nrOfClusters
10_10_115_6	6.71041529215235	11.7950653857236	3	2.09602917341977	2468	10	10	115	6	HopX	-1	3
10_10_361_6	16.0011730099245	11.4753078027159	3	2.64318330071755	3066	10	10	361	6	HopX	-1	3
10_11_115_6	13.799562970965	13.7257574539296	3	2.09293146752781	2787	10	11	115	6	None	-1	3
10_11_361_6	-2.83487866822996	-18.3734693104466	2	2.40874140024282	2471	10	11	361	6	HopX	-1	3
10_12_115_6	22.3040562600704	3.06387093891373	3	2.34028937117418	3594	10	12	115	6	None	-1	3
10_12_361_6	15.6059469042679	3.40668538149802	3	2.45699614890886	3116	10	12	361	6	None	-1	3
10_13_115_6	17.8811598309615	12.0273157310227	3	2.3480251860332	3494	10	13	115	6	None	-1	3
10_13_361_6	14.6022750782883	4.94390082733228	3	2.41632036267473	2647	10	13	361	6	None	-1	3
10_15_115_6	17.5617407305781	11.3407157421082	3	2.17277664630007	2946	10	15	115	6	None	-1	3
10_15_361_6	12.0801455283176	-8.03326841020781	3	2.09145427286357	2001	10	15	361	6	None	-1	3
10_16_115_6	18.9329769692234	2.92209886458437	3	2.46259351620948	3208	10	16	115	6	None	-1	3
10_16_361_6	3.76469307386991	7.86974832266332	3	2.04475366679203	2659	10	16	361	6	None	-1	3
10_17_115_6	22.9776180004178	-2.95266007067641	3	2.22929522572264	3079	10	17	115	6	None	-1	3
10_18_115_6	17.8355547906854	1.91191553312657	3	1.9995670995671	2310	10	18	115	6	None	-1	3
10_18_361_6	-25.0650833588053	-9.7620469663311	2	2.73570658036677	1854	10	18	361	6	None	-1	3
10_19_115_6	1.0378287796281	11.5041616824355	1	1.7311320754717	1908	10	19	115	6	None	-1	3
10_19_361_6	-13.2443695453641	-6.85714068361189	2	1.91687817258883	1576	10	19	361	6	None	-1	3
10_20_0_6	-3.45811532921716	-5.36584241991045	2	1.50104821802935	477	10	20	0	6	None	-1	3
10_20_361_6	-21.1945371209267	-5.66742233582023	2	2.5197889182058	1895	10	20	361	6	None	-1	3
10_21_0_6	-13.3457022540655	2.40795943012413	2	1.59313725490196	1224	10	21	0	6	None	-1	3
10_21_115_6	-13.7688000394651	-1.08950647822723	2	1.88587731811698	2103	10	21	115	6	None	-1	3
10_21_361_6	-12.5933727762549	-7.32628740875892	2	1.82708933717579	1388	10	21	361	6	None	-1	3
10_22_115_6	-5.35498058248312	-21.5349735333059	2	1.67983074753173	1418	10	22	115	6	None	-1	3
10_4_361_6	7.90609535111382	11.1844678399974	3	2.20090572251956	2429	10	4	361	6	None	-1	3
10_5_361_6	13.1048985369882	-7.10015520367743	3	2.28721942281264	2183	10	5	361	6	None	-1	3
10_6_361_6	11.4301301675388	-2.07370540672261	3	2.18234250221828	2254	10	6	361	6	None	-1	3
10_7_361_6	14.4213294910742	5.6015356677383	3	2.79845531445384	2719	10	7	361	6	HopX	-1	3
10_8_361_6	15.938291708501	11.1133030727912	3	2.68903020667727	3145	10	8	361	6	None	-1	3
10_9_361_6	-3.43411695235829	-18.5253287882435	2	2.54367346938775	2450	10	9	361	6	None	-1	3
11_10_115_6	23.2209766554048	-1.63405709338194	3	2.53122251539138	3411	11	10	115	6	HopX	-1	3
11_10_361_6	16.2520468879059	11.6351722487621	3	2.59194039959363	2953	11	10	361	6	None	-1	3
11_11_115_6	21.8531597800909	2.66776213081329	3	2.403178722024	3083	11	11	115	6	None	-1	3
11_11_361_6	12.0117093206335	-18.4811367780718	3	2.15884861407249	1876	11	11	361	6	None	-1	3
11_12_115_6	19.1241675382315	7.47714961411623	3	2.13062352012628	2534	11	12	115	6	None	-1	3
11_13_115_6	17.3777029329353	10.8448191337552	3	2.37339449541284	3270	11	13	115	6	HopX	-1	3
11_13_200_6	5.71022934632565	11.364909687416	3	1.87747524752475	2424	11	13	200	6	HopX	-1	3
11_13_361_6	0.699720052266118	2.42709094217649	3	2.1585092052088	2227	11	13	361	6	None	-1	3
11_14_115_6	15.0963879520866	10.429988618874	3	2.10839416058394	2740	11	14	115	6	HopX	-1	3
11_14_200_6	20.9909603135798	-3.65939781176386	3	2.02451982018799	2447	11	14	200	6	HopX	-1	3
11_14_361_6	12.3087405259417	4.26773816921508	3	2.41537717601547	2068	11	14	361	6	None	-1	3
11_15_115_6	17.2597305289029	12.2174605389741	3	2.42388613861386	3232	11	15	115	6	None	-1	3
11_15_200_6	11.7599722793966	13.0154623934667	3	2.0630284396618	2602	11	15	200	6	None	-1	3
11_15_361_6	12.0660666612449	5.27720454990909	3	2.34049829018075	2047	11	15	361	6	None	-1	3
11_16_115_6	17.4967392478209	9.97600735653735	3	2.32791151594014	3074	11	16	115	6	HopX	-1	3
11_16_200_6	24.6639905776245	-2.11478903966671	3	2.07459535538353	2842	11	16	200	6	HopX	-1	3
11_16_361_6	12.9901712574018	0.489433503776294	3	2.2966142107773	2097	11	16	361	6	None	-1	3
11_17_115_6	17.1089631628591	14.9244217170021	3	2.68895643363728	3948	11	17	115	6	HopX	-1	3
11_17_200_6	14.0827378537939	14.3303040911448	3	2.33507246376812	3450	11	17	200	6	HopX	-1	3
11_17_361_6	-5.57350135925431	6.2091240015805	1	2.02027748132337	1874	11	17	361	6	None	-1	3
11_18_0_6	1.41602928933579	6.77261497153411	3	1.6469708302169	1337	11	18	0	6	HopX	-1	3
11_18_115_6	18.3208651124344	10.2579692634803	3	2.3500611995104	3268	11	18	115	6	None	-1	3
11_18_200_6	8.28867952616955	12.9392639097371	3	2.21463598642022	2651	11	18	200	6	None	-1	3
11_18_361_6	-13.6099973897684	-12.4929165662653	2	2.13299556681444	1579	11	18	361	6	None	-1	3
11_19_0_6	10.1404736503312	10.1324898620149	3	2.36205744822979	2994	11	19	0	6	None	-1	3
11_19_115_6	13.9412334410693	13.1620470088587	3	2.42186256301406	3769	11	19	115	6	None	-1	3
11_19_200_6	-3.19228684125045	5.07029997167247	3	1.95998071359691	2074	11	19	200	6	None	-1	3
11_19_361_6	-15.4902967492867	-4.67513001516568	2	2.08830664725861	2061	11	19	361	6	None	-1	3
11_20_0_6	6.80648247660965	9.66277911860574	3	2.14006089604176	2299	11	20	0	6	HopX	-1	3
11_20_361_6	-13.5165731656692	-7.67161127864782	2	1.89861111111111	1440	11	20	361	6	None	-1	3
11_21_0_6	13.0764364421129	-2.56973778994845	3	2.35708041958042	2288	11	21	0	6	None	-1	3
11_21_115_6	-21.0369727108563	0.464672509582823	2	2.62026275896918	3958	11	21	115	6	None	-1	3
11_21_361_6	-13.5209650225612	-6.4947204109379	2	1.76837270341207	1524	11	21	361	6	None	-1	3
11_22_0_6	10.3497417556004	-3.43346540411215	3	1.94708423326134	1852	11	22	0	6	None	-1	3
11_22_115_6	-23.3484868998761	-1.77638021891204	2	2.72246696035242	2724	11	22	115	6	None	-1	3
11_22_200_6	-16.1382995109539	-2.00931628505121	2	1.84691766652875	2417	11	22	200	6	None	-1	3
11_23_0_6	16.8136638567241	-8.70731535510781	3	2.07089201877934	2130	11	23	0	6	HopX	-1	3
11_23_115_6	-14.3441349728948	-0.968733063517865	2	1.85553539019964	2755	11	23	115	6	HopX	-1	3
11_24_0_6	4.77878613179823	9.2093978113065	3	2.05589177643289	2809	11	24	0	6	None	-1	3
11_4_361_6	13.2869167655855	-7.89938027182026	3	2.08168642951252	2277	11	4	361	6	None	-1	3
11_5_361_6	16.2321782867808	3.07931312083164	3	2.41981981981982	2775	11	5	361	6	HopX	-1	3
11_6_361_6	13.9482049840012	2.66547540136118	3	2.32218597063622	2452	11	6	361	6	None	-1	3
11_7_361_6	19.0353110169441	0.54750925177823	3	2.72133987871787	3463	11	7	361	6	None	-1	3
11_8_361_6	15.686381297111	-0.79979836187146	3	2.36165327210103	2613	11	8	361	6	None	-1	3
11_9_115_6	-4.63735747603369	-1.92678437659261	2	1.72831050228311	1314	11	9	115	6	None	-1	3
11_9_361_6	15.4393542388206	1.39948977557878	3	2.27844455112818	2083	11	9	361	6	None	-1	3
12_10_115_6	17.1088807954384	14.1414984375761	3	2.3293023255814	3225	12	10	115	6	None	-1	3
12_10_361_6	15.3747307128408	2.07947847170894	3	2.29805292061907	2003	12	10	361	6	HopX	-1	3
12_11_115_6	16.7612551584378	12.9346806921626	3	2.33532536520584	3012	12	11	115	6	None	-1	3
12_11_200_6	3.08561891905333	-16.4363926629988	3	1.83937823834197	1930	12	11	200	6	None	-1	3
12_11_361_6	16.1042865940277	-6.1446361746332	3	2.58513816280807	2678	12	11	361	6	HopX	-1	3
12_12_115_6	16.5267196959311	3.82652873458851	3	2.2498373454782	3074	12	12	115	6	None	-1	3
12_12_200_6	12.1021023155596	13.5301446938212	3	2.11354888375674	2598	12	12	200	6	HopX	-1	3
12_12_361_6	17.7841252965654	6.856210481172	3	2.28582995951417	2470	12	12	361	6	None	-1	3
12_13_115_6	15.1086541092127	9.47271691902116	3	2.16223776223776	2860	12	13	115	6	None	-1	3
12_13_200_6	17.5442277205479	15.2232570772088	3	2.43409211222869	3778	12	13	200	6	None	-1	3
12_13_361_6	2.65040982694337	1.77268341789024	3	2.00694766095415	2159	12	13	361	6	None	-1	3
12_14_115_6	-22.8121181228285	-1.39752889226057	2	2.47821814608582	3053	12	14	115	6	None	-1	3
12_14_200_6	17.594248600839	13.1611175362218	3	2.24705507800064	3141	12	14	200	6	None	-1	3
12_14_361_6	0.094839642373175	2.14473977275852	3	1.92952612393682	1646	12	14	361	6	None	-1	3
12_14_675_6	-9.32204735839942	-4.44998532868864	2	1.57575757575758	759	12	14	675	6	None	-1	3
12_15_115_6	16.6811945398356	8.29512881833938	3	2.42799422799423	3465	12	15	115	6	HopX	-1	3
12_15_200_6	17.361411733634	14.8560277373681	3	2.51575132422637	3587	12	15	200	6	HopX	-1	3
12_15_361_6	9.86524289880601	-9.54908761365827	3	2.22954194544519	1943	12	15	361	6	None	-1	3
12_15_675_6	-5.63265909831577	-7.91759986220966	2	1.74309392265193	1086	12	15	675	6	None	-1	3
12_16_115_6	-22.5893943250028	-0.817089373412788	2	3.39342377558059	4349	12	16	115	6	None	-1	3
12_16_200_6	17.8283783879973	13.391392132438	3	2.43725156161272	3522	12	16	200	6	None	-1	3
12_16_361_6	4.26834297037013	-17.501991587148	3	2.05532994923858	1970	12	16	361	6	None	-1	3
12_17_0_6	-4.40240155674102	-3.40382281923597	2	1.78657718120805	1490	12	17	0	6	None	-1	3
12_17_115_6	-22.1023517087977	-0.163755495412448	2	3.12623762376238	4444	12	17	115	6	None	-1	3
12_17_200_6	17.610755741658	13.7926229625813	3	2.4905054827494	3739	12	17	200	6	None	-1	3
12_17_361_6	-12.1914423674066	10.4145893261105	1	1.84045226130653	1592	12	17	361	6	None	-1	3
12_18_0_6	17.708940182924	-8.97093617628201	3	2.34030631303698	2677	12	18	0	6	HopX	-1	3
12_18_115_6	22.6223564698315	-2.22464593107619	3	2.61344071091364	3601	12	18	115	6	None	-1	3
12_18_1_6	-1.67811484669009	4.87146877153303	3	1.87628361858191	2045	12	18	1	6	None	-1	3
12_18_200_6	17.3715681095155	15.7381876113205	3	2.66846292019502	3897	12	18	200	6	HopX	-1	3
12_18_361_6	-7.11183610640795	-12.1696321642602	2	1.76650943396226	848	12	18	361	6	None	-1	3
12_19_0_6	19.1237243704371	-8.01197092726353	3	2.17454545454545	2475	12	19	0	6	None	-1	3
12_19_115_6	21.7783603172248	4.31384271376832	3	2.42220884742702	3323	12	19	115	6	None	-1	3
12_19_1_6	4.1087490941787	8.79295404599596	3	2.07223183391003	2312	12	19	1	6	None	-1	3
12_19_200_6	21.8728594235255	1.46591401137009	3	2.56858583178562	3769	12	19	200	6	None	-1	3
12_19_361_6	-18.5334728137984	-6.00792828814703	2	2.10993657505285	1892	12	19	361	6	None	-1	3
12_20_0_6	20.7390932225854	-15.3922676188443	3	1.99584487534626	2166	12	20	0	6	None	-1	3
12_20_115_6	-3.87583556785015	5.62555884301967	1	1.92705882352941	2550	12	20	115	6	HopX	-1	3
12_20_200_6	1.65497326344208	-15.1327841526861	3	2.1237037037037	2700	12	20	200	6	None	-1	3
12_21_0_6	18.6366752003785	-8.78039793111831	3	2.26661231145536	2453	12	21	0	6	None	-1	3
12_21_115_6	-6.47791230762538	-18.6028365785462	2	2.23668417104276	2666	12	21	115	6	None	-1	3
12_21_361_6	-10.7410733497124	-18.4672948233727	2	1.9086402266289	1412	12	21	361	6	None	-1	3
12_22_0_6	13.4506389787193	9.83626502206539	3	2.14479287650019	2583	12	22	0	6	None	-1	3
12_22_115_6	-14.5934595731371	-1.27201507579377	2	1.91810966810967	2772	12	22	115	6	None	-1	3
12_22_200_6	-21.0375039659366	0.46233739518825	2	2.36905101168424	3509	12	22	200	6	None	-1	3
12_23_0_6	18.3635603574585	-7.63701567882507	3	2.19971126082772	2078	12	23	0	6	None	-1	3
12_23_115_6	-15.338365565737	-1.7267385971435	2	1.94672586015538	2703	12	23	115	6	None	-1	3
12_23_200_6	-18.7946327073936	-3.23266932136151	2	2.53940886699507	3248	12	23	200	6	None	-1	3
12_24_0_6	11.7252748064805	1.50900717891966	3	2.23111510791367	2224	12	24	0	6	None	-1	3
12_24_115_6	-10.4579332463411	-6.46034458331718	2	1.72790845518118	1573	12	24	115	6	None	-1	3
12_25_0_6	10.5845021334664	11.2353247314248	3	2.1467680608365	2630	12	25	0	6	None	-1	3
12_2_361_6	11.636845257955	8.75991375540474	3	2.52461538461538	3250	12	2	361	6	None	-1	3
12_3_361_6	19.2973702619423	-4.63677216162329	3	2.0517313308302	2397	12	3	361	6	None	-1	3
12_4_361_6	-1.47592365118801	6.60460016498573	3	1.97787267080745	2576	12	4	361	6	None	-1	3
12_5_361_6	19.2598225436905	-10.3304626135781	3	2.34333333333333	2700	12	5	361	6	HopX	-1	3
12_6_361_6	19.4270356731109	-10.9080206389343	3	2.47150837988827	2685	12	6	361	6	None	-1	3
12_7_361_6	12.4091966194557	7.02020533799435	3	2.58209570957096	2424	12	7	361	6	None	-1	3
12_8_361_6	18.1430977564489	5.31978948019551	3	2.44983357108892	2103	12	8	361	6	None	-1	3
12_9_115_6	1.96942923318777	10.5259008055123	1	1.86042240587695	2178	12	9	115	6	None	-1	3
12_9_361_6	6.24143210844365	-19.2791427892998	3	2.32823025107165	1633	12	9	361	6	None	-1	3
13_10_115_6	25.0321280523171	-4.77472855641644	3	2.20897196261682	2675	13	10	115	6	HopX	-1	3
13_10_361_6	18.0515445013978	8.51348616522058	3	2.28642759872901	2203	13	10	361	6	None	-1	3
13_11_115_6	18.482915046006	3.40261171275016	3	2.18792669780812	2783	13	11	115	6	HopX	-1	3
13_11_200_6	18.2825465518193	12.5666595766185	3	2.07127192982456	2736	13	11	200	6	None	-1	3
13_11_361_6	17.827838540571	8.53160653328246	3	2.60205761316872	2430	13	11	361	6	None	-1	3
13_12_115_6	23.3605813337478	-5.40004456759526	3	2.08827838827839	2730	13	12	115	6	None	-1	3
13_12_200_6	19.5711392246674	8.83802000227721	3	2.1318407960199	2814	13	12	200	6	None	-1	3
13_12_361_6	11.2966688126656	0.436113124912322	3	2.25328428796637	1903	13	12	361	6	None	-1	3
13_13_115_6	16.3645045992328	9.49197380958232	3	2.30226182316655	2918	13	13	115	6	None	-1	3
13_13_200_6	18.765057191782	14.0605193904602	3	2.60744908896034	3732	13	13	200	6	None	-1	3
13_13_361_6	10.4132455896127	-10.4502245855115	3	2.35684647302905	1928	13	13	361	6	None	-1	3
13_14_115_6	16.9180142321871	10.5555093910758	3	2.17321489579775	2927	13	14	115	6	None	-1	3
13_14_200_6	22.1841792168053	0.39710821109567	3	2.66596968112912	3826	13	14	200	6	None	-1	3
13_14_361_6	8.64115568807374	5.89441865388615	3	2.05247981545559	1734	13	14	361	6	None	-1	3
13_14_675_6	-5.26112462263611	-7.0926265240679	2	1.77285318559557	722	13	14	675	6	None	-1	3
13_15_115_6	17.3558018143511	10.1469200099544	3	2.24610281923715	3015	13	15	115	6	None	-1	3
13_15_200_6	22.4159063256605	4.27332623911385	3	2.3953488372093	3096	13	15	200	6	HopX	-1	3
13_15_361_6	9.5811326787659	7.08697508655824	3	2.28982976865997	2291	13	15	361	6	HopX	-1	3
13_16_115_6	-24.0401588575283	-5.38701677023956	2	3.94218477629285	3442	13	16	115	6	None	-1	3
13_16_1_6	5.57816518491408	10.5991076232376	3	1.87643378519291	1918	13	16	1	6	None	-1	3
13_16_200_6	20.3589447380376	1.8411241407423	3	2.43313763861709	3066	13	16	200	6	None	-1	3
13_16_361_6	1.76627817625113	4.8746572148101	3	1.84551886792453	1696	13	16	361	6	None	-1	3
13_16_675_6	-17.4805543642141	-4.2018656552553	2	2.28417097228746	2129	13	16	675	6	None	-1	3
13_17_0_6	5.91236888521375	8.62643135762223	3	1.98017519594283	2169	13	17	0	6	None	-1	3
13_17_115_6	-22.3134684355179	-0.442469066079286	2	3.94326617179215	3772	13	17	115	6	None	-1	3
13_17_1_6	15.9903373750565	-3.35878787593055	3	2.12526449428692	2363	13	17	1	6	None	-1	3
13_17_200_6	17.5184106307569	11.4397137212671	3	2.36712598425197	3048	13	17	200	6	None	-1	3
13_17_361_6	-6.39774767485982	2.59345380834324	1	1.65712426805465	1537	13	17	361	6	None	-1	3
13_18_0_6	14.0217885928781	-1.33095319891824	3	2.20451889365018	2567	13	18	0	6	HopX	-1	3
13_18_115_6	-22.4799630671798	-0.608508943472055	2	3.5679685134726	3303	13	18	115	6	None	-1	3
13_18_1_6	9.68076570520093	9.55426387227239	3	2.32766125840918	2527	13	18	1	6	None	-1	3
13_18_200_6	21.968113545559	-1.47172830776714	3	2.50198473282443	3275	13	18	200	6	None	-1	3
13_18_361_6	-10.2197946373179	-21.3886896172828	2	1.63669064748201	1112	13	18	361	6	None	-1	3
13_19_0_6	13.8428305219897	6.80232053283934	3	2.22687224669604	2270	13	19	0	6	None	-1	3
13_19_115_6	23.3139896692561	-4.22965014420912	3	2.13561741613133	2802	13	19	115	6	None	-1	3
13_19_1_6	10.4844166428985	9.72173485621653	3	2.33744170552965	3002	13	19	1	6	HopX	-1	3
13_19_200_6	22.5260390163154	-2.45243243497411	3	2.32965563356737	2991	13	19	200	6	HopX	-1	3
13_19_361_6	-13.0615441492193	4.57065530780937	1	1.62627737226277	1370	13	19	361	6	None	-1	3
13_20_0_6	4.08163462915954	-21.2478620363457	3	2.05632306057386	1882	13	20	0	6	None	-1	3
13_20_115_6	2.12080718139326	-15.818964666702	3	2.00388349514563	2575	13	20	115	6	HopX	-1	3
13_20_1_6	10.2888571851348	8.93508083046991	3	2.19376642883965	2663	13	20	1	6	None	-1	3
13_20_200_6	21.4924082966162	5.82901183529927	3	2.19050736497545	3055	13	20	200	6	HopX	-1	3
13_20_361_6	-10.9970179229242	9.67218706012732	1	1.78662582950485	1959	13	20	361	6	None	-1	3
13_21_0_6	13.8588626013212	-0.899416559517024	3	2.35182795698925	2325	13	21	0	6	None	-1	3
13_21_1_6	10.9181529581201	11.3102905903863	3	2.43270241850683	3804	13	21	1	6	HopX	-1	3
13_21_200_6	-4.2572756948045	5.33498082784518	1	2.19782690146122	2669	13	21	200	6	None	-1	3
13_22_0_6	1.70186822406327	-19.6965150110771	2	1.87928843710292	1574	13	22	0	6	None	-1	3
13_22_115_6	-17.2772332641798	-3.13549225380866	2	1.99238095238095	2100	13	22	115	6	None	-1	3
13_22_200_6	-20.5389245863838	-3.23556180122786	2	2.68282128948507	2311	13	22	200	6	None	-1	3
13_23_0_6	3.3009227636307	-22.091857637998	2	1.88260602335587	1627	13	23	0	6	None	-1	3
13_23_115_6	-18.5715978950768	-2.36583153071721	2	2.2690250925545	2431	13	23	115	6	None	-1	3
13_23_200_6	-20.849915923655	-1.96770765033331	2	2.56411306841458	2441	13	23	200	6	None	-1	3
13_24_0_6	9.15462067940354	4.27964686415831	3	2.09859154929577	2201	13	24	0	6	None	-1	3
13_24_115_6	-17.1253654000074	-2.26257242053434	2	2.10979358805446	2277	13	24	115	6	None	-1	3
13_24_200_6	-6.60533148477305	-18.2524609756448	2	2.46200284090909	2816	13	24	200	6	None	-1	3
13_25_0_6	10.5340619702424	6.69223862792092	3	2.09629219701162	1807	13	25	0	6	HopX	-1	3
13_25_200_6	-7.92608253716851	-7.1835391738827	2	1.65098314606742	1424	13	25	200	6	None	-1	3
13_26_0_6	2.33500659930199	7.97685999465142	3	1.91877687529861	2093	13	26	0	6	None	-1	3
13_2_361_6	11.0155584115087	-8.58393701680306	3	2.03218059558117	2082	13	2	361	6	None	-1	3
13_3_361_6	19.5720014711255	-17.4681573998194	3	1.98739495798319	2142	13	3	361	6	None	-1	3
13_4_361_6	20.6171478664386	-12.7788143851821	3	2.13887660327289	2261	13	4	361	6	None	-1	3
13_5_361_6	16.018060395616	4.12564818702094	3	2.4224335847819	3049	13	5	361	6	HopX	-1	3
13_6_361_6	15.2078609514026	-9.25484990656345	3	2.3983843537415	2352	13	6	361	6	None	-1	3
13_7_361_6	16.0266106669349	6.98686032176291	3	2.38093255620316	2402	13	7	361	6	None	-1	3
13_8_361_6	16.673408821739	5.3096864702091	3	2.33706293706294	2145	13	8	361	6	None	-1	3
13_9_115_6	0.499622196561897	16.4742687680523	1	2.27668089647812	3748	13	9	115	6	None	-1	3
13_9_361_6	18.5334727626877	-1.85886737020512	3	2.47790294627383	2308	13	9	361	6	None	-1	3
14_10_115_6	10.4849018243518	7.84622227259061	3	2.08831908831909	2457	14	10	115	6	None	-1	3
14_10_361_6	-24.6454729907221	-6.705999672939	2	2.60186142709411	1934	14	10	361	6	None	-1	3
14_10_675_6	0.488381481179742	-14.5330340240727	2	1.91553328561203	1397	14	10	675	6	None	-1	3
14_11_115_6	12.7946879616814	8.85180410754189	3	2.28301200436522	2749	14	11	115	6	None	-1	3
14_11_200_6	19.004494834355	14.3919439482338	3	2.4936170212766	3525	14	11	200	6	None	-1	3
14_11_361_6	20.360381147608	-11.3207537747566	3	2.32447735191638	2296	14	11	361	6	None	-1	3
14_11_675_6	-1.28627938264957	11.8574290886348	1	1.84367120524458	1983	14	11	675	6	None	-1	3
14_12_115_6	18.2424724646107	-10.3478049776697	3	2.19440124416796	2572	14	12	115	6	None	-1	3
14_12_200_6	22.5575638919665	-0.825439120612861	3	2.47820088300221	3624	14	12	200	6	None	-1	3
14_12_361_6	17.6877624945723	-1.94250251136357	3	2.29980842911877	2088	14	12	361	6	None	-1	3
14_13_115_6	15.8735997562873	-7.39433314723631	3	2.17857142857143	2324	14	13	115	6	None	-1	3
14_13_200_6	18.4747976970218	13.2017211988971	3	2.26708278580815	3044	14	13	200	6	None	-1	3
14_13_361_6	13.5614962878313	-5.01909116157679	3	2.34817170111288	1887	14	13	361	6	None	-1	3
14_14_115_6	14.6524264303247	7.09019950370167	3	2.37125748502994	2839	14	14	115	6	None	-1	3
14_14_200_6	22.7910958934128	-2.2281031549866	3	2.51166267942584	3344	14	14	200	6	HopX	-1	3
14_14_361_6	15.3665215619965	0.182104560734641	3	2.3136803316444	2171	14	14	361	6	None	-1	3
14_14_675_6	-6.54499463990639	-4.95481297309667	2	2.04507710557533	843	14	14	675	6	None	-1	3
14_15_115_6	15.9662291385024	9.54715221068808	3	2.18911276069282	2829	14	15	115	6	None	-1	3
14_15_1_6	-2.47564962311163	2.04626393223046	3	1.80088278567925	2039	14	15	1	6	None	-1	3
14_15_200_6	-22.8655043462929	-1.27887407091146	2	3.47526831544564	4286	14	15	200	6	None	-1	3
14_15_361_6	-3.42489204173392	11.2307256902176	1	2.0339558573854	2356	14	15	361	6	None	-1	3
14_16_115_6	22.5121456837594	-2.37039556554115	3	2.58854310107408	3631	14	16	115	6	HopX	-1	3
14_16_1_6	14.5176223033348	12.6850207033057	3	2.39194985153415	3031	14	16	1	6	None	-1	3
14_16_200_6	-22.9066753264075	-1.2486244786154	2	3.67775645126893	4689	14	16	200	6	None	-1	3
14_16_361_6	-3.21467308560959	11.9820262427899	1	2.01471758154336	2514	14	16	361	6	None	-1	3
14_16_675_6	-4.09494588037379	-6.22768541703907	2	1.53614457831325	332	14	16	675	6	None	-1	3
14_17_0_6	4.78780511078466	8.61409387593361	3	1.70099320439101	1913	14	17	0	6	None	-1	3
14_17_115_6	-26.3576028696015	-10.0076162790263	2	2.76209189842805	3308	14	17	115	6	None	-1	3
14_17_1_6	23.0850992400704	-10.5751063560624	3	2.07606907894737	2432	14	17	1	6	None	-1	3
14_17_200_6	-22.9892311773486	-2.04446103077604	2	2.94529970520799	3053	14	17	200	6	None	-1	3
14_17_361_6	-4.18347830907818	13.2275342319472	1	1.86954288649204	1947	14	17	361	6	None	-1	3
14_17_675_6	-5.24298102254055	-6.29243447045526	2	1.41369863013699	365	14	17	675	6	None	-1	3
14_18_0_6	9.56461034626811	8.64592923498156	3	2.18901890189019	2222	14	18	0	6	None	-1	3
14_18_115_6	17.5563949741453	10.5033834284756	3	2.59730757974832	3417	14	18	115	6	None	-1	3
14_18_1_6	14.5306419793449	10.2862336766719	3	2.37222222222222	3060	14	18	1	6	HopX	-1	3
14_18_200_6	-22.2324045091513	-0.33885887244155	2	3.56987891019173	3964	14	18	200	6	None	-1	3
14_18_361_6	-25.7477414631803	-2.87549009242616	2	2.66376451077944	2412	14	18	361	6	None	-1	3
14_19_0_6	9.06397023955462	-3.424236253324	3	2.00495594713656	1816	14	19	0	6	None	-1	3
14_19_1_6	14.8436839230296	6.34046035376637	3	2.18636532048907	2699	14	19	1	6	None	-1	3
14_19_200_6	15.4245236699626	5.48092111549581	3	2.12495252563616	2633	14	19	200	6	None	-1	3
14_19_361_6	-24.9909636617952	-9.33477309596978	2	2.75953458306399	1547	14	19	361	6	None	-1	3
14_20_0_6	4.36059248650765	-19.8002077868862	2	1.96595277320154	1821	14	20	0	6	None	-1	3
14_20_115_6	3.36767395024616	11.6899060925286	1	1.93509127789047	2465	14	20	115	6	None	-1	3
14_20_1_6	8.00689558295579	6.58581023239057	3	2.06042707860064	2201	14	20	1	6	None	-1	3
14_20_200_6	18.7678499740207	10.1679901415813	3	2.14996203492787	2634	14	20	200	6	None	-1	3
14_20_361_6	-10.2725957225422	15.1072287784182	1	1.80638977635783	1565	14	20	361	6	None	-1	3
14_21_0_6	17.8885967979706	-7.52955897447029	3	2.31468197034912	2091	14	21	0	6	None	-1	3
14_21_1_6	19.6195328241296	-7.60785810276679	3	2.31744421906694	2958	14	21	1	6	None	-1	3
14_21_200_6	16.0658071362063	14.9806659100619	3	2.30791618160652	3436	14	21	200	6	HopX	-1	3
14_21_361_6	-9.42267297153312	10.6031787305956	1	1.86893203883495	2060	14	21	361	6	None	-1	3
14_22_0_6	17.865770710299	-5.68390411549911	3	2.09744094488189	2032	14	22	0	6	HopX	-1	3
14_22_115_6	-18.2019827015367	-3.41878638606087	2	2.20404542228531	2818	14	22	115	6	None	-1	3
14_22_1_6	13.7361378909934	-1.93051690891334	3	2.10110224249335	2631	14	22	1	6	None	-1	3
14_22_200_6	-6.98960039656166	-18.650779972779	2	2.03318181818182	2200	14	22	200	6	None	-1	3
14_23_0_6	-2.67507403403782	-22.1907061324649	2	1.90731070496084	1532	14	23	0	6	None	-1	3
14_23_115_6	-21.1992140966864	-1.69610485653987	2	2.94010767160162	2972	14	23	115	6	None	-1	3
14_23_1_6	-2.82597354872738	6.34619652933187	3	2.12594046450769	3057	14	23	1	6	None	-1	3
14_23_200_6	-21.028700430278	0.476935925749985	2	2.46656346749226	3230	14	23	200	6	None	-1	3
14_24_0_6	-1.09732752019487	-14.9078960981785	2	1.89981894990947	1657	14	24	0	6	None	-1	3
14_24_115_6	-5.84844185293804	-10.2051945374379	2	1.94505494505495	1456	14	24	115	6	None	-1	3
14_24_200_6	-6.42662550925169	-18.2585799096987	2	2.19178082191781	2482	14	24	200	6	None	-1	3
